"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","COLUMN_ID"
"TBL_CANAL","CANAL_ID","NUMBER",22,,0,"N",1
"TBL_CANAL","EXTRA_TIME","FLOAT",22,126,,"Y",2
"TBL_CANAL","PORT_ID","NUMBER",22,,0,"Y",3
"TBL_CARGO","BASELINE_TERM_ID","NUMBER",22,,0,"Y",1
"TBL_CARGO","BASELINE_TERM_2_ID","NUMBER",22,,0,"Y",2
"TBL_CARGO","BL_DATE","DATE",7,,,"Y",3
"TBL_CARGO","BOOKED_QUANTITY","FLOAT",22,126,,"Y",4
"TBL_CARGO","BROKER_NAME","VARCHAR2",40,,,"Y",5
"TBL_CARGO","CARGO_ID","NUMBER",22,,0,"N",6
"TBL_CARGO","CARGO_MATCH","VARCHAR2",1,,,"N",7
"TBL_CARGO","CARGO_MEASUREMENT_ID","NUMBER",22,,0,"N",8
"TBL_CARGO","CARGO_QUANTITY","FLOAT",22,126,,"Y",9
"TBL_CARGO","CARGO_REFERENCE","VARCHAR2",16,,,"Y",10
"TBL_CARGO","CARGO_SUB_REFERENCE","VARCHAR2",4,,,"Y",11
"TBL_CARGO","CARGO_TEXT","VARCHAR2",160,,,"Y",12
"TBL_CARGO","CHARTERER_ID","NUMBER",22,,0,"Y",13
"TBL_CARGO","CHARTERER_NAME","VARCHAR2",80,,,"Y",14
"TBL_CARGO","COA_ID","NUMBER",22,,0,"Y",15
"TBL_CARGO","COA_LINE_ID","NUMBER",22,,0,"Y",16
"TBL_CARGO","COATING_TYPE_ID","NUMBER",22,,0,"Y",17
"TBL_CARGO","COMMISSION","FLOAT",22,126,,"Y",18
"TBL_CARGO","COMMISSION_ADDRESS","FLOAT",22,126,,"Y",19
"TBL_CARGO","COMMISSION_BROKER","FLOAT",22,126,,"Y",20
"TBL_CARGO","COMMODITY_ID","NUMBER",22,,0,"Y",21
"TBL_CARGO","COMMODITY_NAME","VARCHAR2",64,,,"Y",22
"TBL_CARGO","CP_DATE","DATE",7,,,"Y",23
"TBL_CARGO","CRUDE_OIL_ID","NUMBER",22,,0,"Y",24
"TBL_CARGO","DEADFREIGHT","FLOAT",22,126,,"Y",25
"TBL_CARGO","DEMURRAGE","FLOAT",22,126,,"Y",26
"TBL_CARGO","DEMURRAGE_RATE","FLOAT",22,126,,"Y",27
"TBL_CARGO","DEMURRAGE_TIME_BAR","NUMBER",22,,0,"Y",28
"TBL_CARGO","DESPATCH","FLOAT",22,126,,"Y",29
"TBL_CARGO","DESPATCH_RATE","FLOAT",22,126,,"Y",30
"TBL_CARGO","DO_BUNKER_ADJUSTMENT","FLOAT",22,126,,"Y",31
"TBL_CARGO","DO_PRICE","FLOAT",22,126,,"Y",32
"TBL_CARGO","EXCHANGE_RATE","FLOAT",22,126,,"Y",33
"TBL_CARGO","EXPORTER_ID","NUMBER",22,,0,"Y",34
"TBL_CARGO","FINAL_DESTINATION","VARCHAR2",64,,,"Y",35
"TBL_CARGO","FLAT_RATE","FLOAT",22,126,,"Y",36
"TBL_CARGO","FO_BUNKER_ADJUSTMENT","FLOAT",22,126,,"Y",37
"TBL_CARGO","FO_PRICE","FLOAT",22,126,,"Y",38
"TBL_CARGO","FREIGHT","FLOAT",22,126,,"Y",39
"TBL_CARGO","FREIGHT_CURRENCY_ID","NUMBER",22,,0,"N",40
"TBL_CARGO","FREIGHT_MEASUREMENT_ID","NUMBER",22,,0,"Y",41
"TBL_CARGO","FREIGHT_RATE","FLOAT",22,126,,"Y",42
"TBL_CARGO","GROSS_FREIGHT","FLOAT",22,126,,"Y",43
"TBL_CARGO","HANDLING_COST","FLOAT",22,126,,"Y",44
"TBL_CARGO","HAS_N2_PADDING","NUMBER",22,,0,"Y",45
"TBL_CARGO","IS_CARGO_IGNORED","NUMBER",22,,0,"Y",46
"TBL_CARGO","IS_DEMURRAGE_FIXED","NUMBER",22,,0,"Y",47
"TBL_CARGO","IS_DESPATCH_FIXED","NUMBER",22,,0,"Y",48
"TBL_CARGO","IS_LAYCAN_REACHABLE","NUMBER",22,,0,"Y",49
"TBL_CARGO","IS_LUMPSUM","NUMBER",22,,0,"Y",50
"TBL_CARGO","IS_ON_DECK","NUMBER",22,,0,"Y",51
"TBL_CARGO","IS_REVERSIBLE","NUMBER",22,,0,"Y",52
"TBL_CARGO","LAYCAN_FROM","DATE",7,,,"Y",53
"TBL_CARGO","LAYCAN_MISSED_BY","FLOAT",22,126,,"Y",54
"TBL_CARGO","LAYCAN_TO","DATE",7,,,"Y",55
"TBL_CARGO","LAYTIME_ALLOWED","FLOAT",22,126,,"Y",56
"TBL_CARGO","LAYTIME_EXPIRE_DATE","DATE",7,,,"Y",57
"TBL_CARGO","LAYTIME_TERMS_ID","NUMBER",22,,0,"Y",58
"TBL_CARGO","LAYTIME_TERMS_VALUE","FLOAT",22,126,,"Y",59
"TBL_CARGO","LAYTIME_USED","FLOAT",22,126,,"Y",60
"TBL_CARGO","LAYTIME_USED_FROM_DATE","DATE",7,,,"Y",61
"TBL_CARGO","LAYTIME_USED_TO_DATE","DATE",7,,,"Y",62
"TBL_CARGO","MINIMUM_QUANTITY","FLOAT",22,126,,"Y",63
"TBL_CARGO","NET_FREIGHT","FLOAT",22,126,,"Y",64
"TBL_CARGO","OVERRAGE","FLOAT",22,126,,"Y",65
"TBL_CARGO","PAYMENT_TERMS_ID","NUMBER",22,,0,"Y",66
"TBL_CARGO","PAYMENT_TERMS_2_ID","NUMBER",22,,0,"Y",67
"TBL_CARGO","PCT_PREPAID","NUMBER",22,,0,"Y",68
"TBL_CARGO","PIECES","FLOAT",22,126,,"Y",69
"TBL_CARGO","PORT_ROTATION","VARCHAR2",256,,,"Y",70
"TBL_CARGO","QUANTITY_OPTION_ID","NUMBER",22,,0,"Y",71
"TBL_CARGO","QUANTITY_OPTION_PCT","FLOAT",22,126,,"Y",72
"TBL_CARGO","RECEIVER_ID","NUMBER",22,,0,"Y",73
"TBL_CARGO","RELET_OF_CARGO_ID","NUMBER",22,,0,"Y",74
"TBL_CARGO","ROUTE_ID","NUMBER",22,,0,"Y",75
"TBL_CARGO","SHIP_FIGURE","FLOAT",22,126,,"Y",76
"TBL_CARGO","SPECIFIC_GRAVITY","FLOAT",22,126,,"Y",77
"TBL_CARGO","SPECIFIC_GRAVITY_TEMPERATURE","FLOAT",22,126,,"Y",78
"TBL_CARGO","STOWAGE_CONTRACT_ID","NUMBER",22,,0,"Y",79
"TBL_CARGO","STOWAGE_FACTOR","FLOAT",22,126,,"Y",80
"TBL_CARGO","STOWAGE_UNIT_ID","NUMBER",22,,0,"N",81
"TBL_CARGO","SUB_COMMODITY_ID","NUMBER",22,,0,"Y",82
"TBL_CARGO","SUB_COMMODITY_NAME","VARCHAR2",64,,,"Y",83
"TBL_CARGO","TC_RESULT_DAY_CONTRIBUTION","FLOAT",22,126,,"Y",84
"TBL_CARGO","TERMS","VARCHAR2",25,,,"Y",85
"TBL_CARGO","TIME_FROM_DEMURRAGE_BANK","FLOAT",22,126,,"Y",86
"TBL_CARGO","TIME_NOT_TO_COUNT","FLOAT",22,126,,"Y",87
"TBL_CARGO","TIME_ON_DEMURRAGE","FLOAT",22,126,,"Y",88
"TBL_CARGO","TIME_ON_DESPATCH","FLOAT",22,126,,"Y",89
"TBL_CARGO","TS_OF_CARGO_PORT_ID","NUMBER",22,,0,"Y",90
"TBL_CARGO","VARIOUS_COST","FLOAT",22,126,,"Y",91
"TBL_CARGO","VARIOUS_REVENUE","FLOAT",22,126,,"Y",92
"TBL_CARGO","VC_ID","NUMBER",22,,0,"Y",93
"TBL_CARGO","VOLUME","FLOAT",22,126,,"Y",94
"TBL_CARGO","VOLUME_MEASUREMENT_ID","NUMBER",22,,0,"N",95
"TBL_CARGO","VOYAGE_ID","NUMBER",22,,0,"Y",96
"TBL_CARGO","WEIGHT","FLOAT",22,126,,"Y",97
"TBL_CARGO","WEIGHT_FACTOR","FLOAT",22,126,,"Y",98
"TBL_CARGO","WEIGHT_MEASUREMENT_ID","NUMBER",22,,0,"N",99
"TBL_CARGO","WEIGHT_UNIT_ID","NUMBER",22,,0,"N",100
"TBL_CARGO","PAYEE_ID","NUMBER",22,,0,"Y",101
"TBL_CARGO","COMMENTS","VARCHAR2",160,,,"Y",102
"TBL_CARGO","OUTTURN_QUANTITY","FLOAT",22,126,,"Y",103
"TBL_CARGO","DEADFREIGHT_RATE","FLOAT",22,126,,"Y",104
"TBL_CARGO","PCT_OVERAGE","NUMBER",22,,0,"Y",105
"TBL_CARGO","NET_FIO","FLOAT",22,126,,"Y",106
"TBL_CARGO","ON_DECK_OPTION","NUMBER",22,,0,"Y",107
"TBL_CARGO","SUPPLIER_ID","NUMBER",22,,0,"Y",108
"TBL_CARGO","PLACE_OF_ORIGIN","VARCHAR2",64,,,"Y",109
"TBL_CARGO","COMMISSION_DEMURRAGE","FLOAT",22,126,,"Y",110
"TBL_CARGO","EXTERNAL_REFERENCE","VARCHAR2",64,,,"Y",111
"TBL_CARGO","HAS_EQUALIZATION","NUMBER",22,38,0,"Y",112
"TBL_CARGO","WS_YEAR","NUMBER",22,,0,"Y",113
"TBL_CARGO","VALUE","FLOAT",22,126,,"Y",114
"TBL_CARGO","LENGTH","FLOAT",22,126,,"Y",115
"TBL_CARGO","WIDTH","FLOAT",22,126,,"Y",116
"TBL_CARGO","HEIGHT","FLOAT",22,126,,"Y",117
"TBL_CARGO","AREA","FLOAT",22,126,,"Y",118
"TBL_CARGO","DIMENSION_MEASUREMENT_ID","NUMBER",22,,0,"Y",119
"TBL_CARGO","VALUE_CURRENCY_ID","NUMBER",22,,0,"Y",120
"TBL_CARGO","IS_CRADLE_REQUIRED","NUMBER",22,,0,"Y",121
"TBL_CARGO","FREIGHT_AMOUNT_CURRENCY","FLOAT",22,126,,"Y",122
"TBL_CARGO","DEMURRAGE_CURRENCY_ID","NUMBER",22,,0,"Y",123
"TBL_CARGO","MAX_HL","FLOAT",22,126,,"Y",124
"TBL_CARGO","MAX_TRANSIT_TIME","FLOAT",22,126,,"Y",125
"TBL_CARGO","IS_LIFO","NUMBER",22,,0,"Y",126
"TBL_CARGO","IS_EXCLUSIVE","NUMBER",22,,0,"Y",127
"TBL_CARGO","PROJECT_ID","NUMBER",22,,0,"Y",128
"TBL_CARGO","ARRIVAL_WINDOW_FROM","DATE",7,,,"Y",129
"TBL_CARGO","ARRIVAL_WINDOW_TO","DATE",7,,,"Y",130
"TBL_CARGO","BUSINESS_UNIT_ID","NUMBER",22,,0,"Y",131
"TBL_CARGO","BOOKING_STATUS_ID","NUMBER",22,38,0,"Y",132
"TBL_CARGO","COMPANY_ID","NUMBER",22,,0,"Y",133
"TBL_CARGO","OFFICE_ID","NUMBER",22,,0,"Y",134
"TBL_CARGO","IS_PERFORMANCE_CARGO","NUMBER",22,,,"Y",135
"TBL_CARGO","DEMURRAGE_TIME_BAR_EVENT_ID","NUMBER",22,,0,"Y",136
"TBL_CARGO","LAYCAN_TARGET_FROM","DATE",7,,,"Y",137
"TBL_CARGO","LAYCAN_TARGET_TO","DATE",7,,,"Y",138
"TBL_CARGO","IS_ISSUED_LOI","NUMBER",22,,0,"Y",139
"TBL_CARGO","IS_LAYCAN_AGREED","NUMBER",22,,0,"Y",140
"TBL_CARGO","LEG_ID","NUMBER",22,,0,"Y",141
"TBL_CARGO","IS_TEMPLATE","NUMBER",22,,0,"Y",142
"TBL_CARGO","ARRIVAL_WINDOW_MISSED_BY","FLOAT",22,126,,"Y",143
"TBL_CARGO","IS_WORLDSCALE","NUMBER",22,,0,"N",144
"TBL_CARGO","CARGO_TYPE_ID","NUMBER",22,,0,"N",145
"TBL_CARGO","EEOI","FLOAT",22,126,,"Y",146
"TBL_CARGO","IS_OPTION","NUMBER",22,,0,"Y",147
"TBL_CARGO","OPTION_STATUS","NUMBER",22,,0,"Y",148
"TBL_CARGO","ADJUSTMENT","FLOAT",22,126,,"Y",149
"TBL_CARGO","EU_ETS_COST","FLOAT",22,126,,"Y",150
"TBL_CARGO","CARGO_OPERATOR_ID","NUMBER",22,,0,"Y",151
"TBL_CARGO","PLANNED_BL_DATE","DATE",7,,,"Y",152
"TBL_CARGO","FIXTURE_ID","NUMBER",22,,0,"Y",153
"TBL_CARGO","IS_CARGO_OUT","NUMBER",22,,0,"N",154
"TBL_CARGO","OFF_SPEC","NUMBER",22,,0,"Y",155
"TBL_CARGO","TEMPERATURE","FLOAT",22,126,,"Y",156
"TBL_CARGO","DENSITY","FLOAT",22,126,,"Y",157
"TBL_CARGO","IS_OWNERS_OVERLIFT","NUMBER",22,,0,"Y",158
"TBL_CARGO","OVERLIFT_QUANTITY","FLOAT",22,126,,"Y",159
"TBL_CARGO","IS_AUTO_APPLYING_MAX_INTAKE","NUMBER",22,,0,"Y",160
"TBL_CARGO","MARKET_INDEX_ID","NUMBER",22,,0,"Y",161
"TBL_CARGO","INDEX_ADJUSTMENT_PCT","FLOAT",22,126,,"Y",162
"TBL_CARGO","PARCEL_FACTOR_PCT","FLOAT",22,126,,"Y",163
"TBL_COMMODITY","COMMODITY_CODE","VARCHAR2",12,,,"N",1
"TBL_COMMODITY","COMMODITY_DESC","VARCHAR2",128,,,"Y",2
"TBL_COMMODITY","COMMODITY_GROUP_ID","NUMBER",22,,0,"Y",3
"TBL_COMMODITY","COMMODITY_ID","NUMBER",22,,0,"N",4
"TBL_COMMODITY","COMMODITY_MEASUREMENT_ID","NUMBER",22,,0,"Y",5
"TBL_COMMODITY","COMMODITY_NAME","VARCHAR2",64,,,"N",6
"TBL_COMMODITY","MAX_DISCHARGE_TEMPERATURE","NUMBER",22,,0,"Y",7
"TBL_COMMODITY","MAX_HEATING_REQUIREMENT","NUMBER",22,,0,"Y",8
"TBL_COMMODITY","MIN_DISCHARGE_TEMPERATURE","NUMBER",22,,0,"Y",9
"TBL_COMMODITY","MIN_HEATING_REQUIREMENT","NUMBER",22,,0,"Y",10
"TBL_COMMODITY","SG_AT_MAX_TEMPERATURE","FLOAT",22,126,,"Y",11
"TBL_COMMODITY","SPECIFIC_GRAVITY","FLOAT",22,126,,"Y",12
"TBL_COMMODITY","SPECIFIC_GRAVITY_FACTOR","FLOAT",22,126,,"Y",13
"TBL_COMMODITY","STOWAGE_FACTOR","FLOAT",22,126,,"Y",14
"TBL_COMMODITY","STOWAGE_UNIT_ID","NUMBER",22,,0,"Y",15
"TBL_COMMODITY","WEIGHT_FACTOR_SO","FLOAT",22,126,,"Y",16
"TBL_COMMODITY","WEIGHT_FACTOR_SU","FLOAT",22,126,,"Y",17
"TBL_COMMODITY","WEIGHT_FACTOR_WO","FLOAT",22,126,,"Y",18
"TBL_COMMODITY","WEIGHT_FACTOR_WU","FLOAT",22,126,,"Y",19
"TBL_COMMODITY","WEIGHT_UNIT_ID","NUMBER",22,,0,"Y",20
"TBL_COMMODITY","BUSINESS_UNIT_ID","NUMBER",22,,0,"Y",21
"TBL_COMMODITY","HARMONIZED_CODE","VARCHAR2",10,,,"Y",22
"TBL_COMMODITY","DENSITY","FLOAT",22,126,,"Y",23
"TBL_COMMODITY","DENSITY_REFERENCE_TEMPERATURE","FLOAT",22,126,,"Y",24
"TBL_COMMODITY","DENSITY_CORRECTION_FACTOR","FLOAT",22,126,,"Y",25
"TBL_COMMODITY","MAX_ADJACENT_TEMPERATURE","FLOAT",22,126,,"Y",26
"TBL_COMMODITY","MELTING_POINT_FROM","FLOAT",22,126,,"Y",27
"TBL_COMMODITY","MELTING_POINT_TO","FLOAT",22,126,,"Y",28
"TBL_COMMODITY","BOILING_POINT_FROM","FLOAT",22,126,,"Y",29
"TBL_COMMODITY","BOILING_POINT_TO","FLOAT",22,126,,"Y",30
"TBL_COMMODITY","FLASH_POINT","FLOAT",22,126,,"Y",31
"TBL_COMMODITY","STOWAGE_CONVERSION_TYPE_ID","NUMBER",22,,0,"N",32
"TBL_DISTANCE","DISTANCE_ID","NUMBER",22,,0,"N",1
"TBL_DISTANCE","F_PORT_ID","NUMBER",22,,0,"N",2
"TBL_DISTANCE","T_PORT_ID","NUMBER",22,,0,"N",3
"TBL_DISTANCE","RP_ID","NUMBER",22,,0,"Y",4
"TBL_DISTANCE","MILES","FLOAT",22,126,,"Y",5
"TBL_DISTANCE","CREATED_DATE","DATE",7,,,"Y",6
"TBL_DISTANCE","IS_CACHE","NUMBER",22,,,"Y",7
"TBL_OFFHIRE","DO_BUNKER_PRICE","FLOAT",22,126,,"Y",1
"TBL_OFFHIRE","DO_CONSUMPTION","FLOAT",22,126,,"Y",2
"TBL_OFFHIRE","FO_BUNKER_PRICE","FLOAT",22,126,,"Y",3
"TBL_OFFHIRE","FO_CONSUMPTION","FLOAT",22,126,,"Y",4
"TBL_OFFHIRE","IS_DEDUCTABLE_CHARTERER","NUMBER",22,,0,"Y",5
"TBL_OFFHIRE","IS_DEDUCTABLE_DAYS","NUMBER",22,,0,"Y",6
"TBL_OFFHIRE","IS_DEDUCTABLE_OWNER","NUMBER",22,,0,"Y",7
"TBL_OFFHIRE","OFFHIRE_COST","FLOAT",22,126,,"Y",8
"TBL_OFFHIRE","OFFHIRE_DAYS","FLOAT",22,126,,"Y",9
"TBL_OFFHIRE","OFFHIRE_END_DATE","DATE",7,,,"Y",10
"TBL_OFFHIRE","OFFHIRE_ID","NUMBER",22,,0,"N",11
"TBL_OFFHIRE","OFFHIRE_REVENUE","FLOAT",22,126,,"Y",12
"TBL_OFFHIRE","OFFHIRE_START_DATE","DATE",7,,,"Y",13
"TBL_OFFHIRE","PERCENT_TO_COUNT","FLOAT",22,126,,"N",14
"TBL_OFFHIRE","PORT_ID","NUMBER",22,,0,"Y",15
"TBL_OFFHIRE","REASON_FOR_OFFHIRE_ID","NUMBER",22,,0,"Y",16
"TBL_OFFHIRE","VARIOUS_COST","FLOAT",22,126,,"Y",17
"TBL_OFFHIRE","VARIOUS_REVENUE","FLOAT",22,126,,"Y",18
